Company Name,Year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Status
C_18,2016,0.4,0.68,48.21,7.18,0.38,0.18,0.21,0.15,0.09,-0.05,-0.23,0
C_19,2016,1.48,0.09,1.6,2.29,1.42,3.77,1,-0.03,0.46,0.06,0.21,1
C_20,2016,2.02,0.77,42.13,1.65,1.97,14.28,0.12,-0.12,-0.08,-0.06,-0.61,1
C_21,2016,0.69,0.39,7.48,3.39,0.57,2.36,0.33,-0.08,0.35,-0.1,0.11,0
C_22,2016,5.17,0.35,97.67,0.72,5.07,0,-0.34,0.11,0.44,0.18,0.58,1
C_23,2016,1.37,0.78,1.48,1.84,0.88,3.95,0.52,0,0.27,0.04,0.18,1
C_24,2016,0.84,0.44,0,0,0.52,0,0.13,0,0.11,0.3,0.26,0
C_25,2016,2.07,0.91,1.88,3.74,1.72,967.57,0.82,0.04,0.79,0.09,0.65,1
C_26,2016,1.63,0.32,2.31,2.98,0.97,3.51,0.38,-0.02,0.11,0.02,0.16,1
C_27,2016,11.55,0.9,2.18,5.07,7.6,83150.3,0.63,0.17,1.47,-0.13,0.69,1
C_28,2016,0.46,1.33,89.3,13.19,0.44,79.59,0.54,-0.02,1.45,-0.08,0.65,0
C_29,2016,1.58,0.82,1.56,3.9,0.61,-19.3,0.2,0.14,-0.39,0.17,0.16,1
C_30,2016,4.88,0.24,7.36,7.27,4.24,255.8,0.27,0.22,0.95,-0.22,0.67,1
C_31,2016,1.17,1.1,8.95,2.88,1.08,2.13,0.72,-0.01,0.29,-0.07,0.33,1
C_32,2016,1.65,2.53,7.47,8.67,0.86,142.37,0.07,-0.05,0.24,0.35,0.22,1
C_33,2016,1.63,0.4,3.57,4.74,1.4,2.64,0.74,-0.06,0.29,-0.04,0.15,1
C_34,2016,1.59,0.47,4.91,1.58,1.23,-0.49,0.19,0.22,-0.13,0.15,0.05,1
C_35,2016,0.72,3.11,0,0,0,17.08,0.23,-0.19,0.25,-0.22,0.33,0
C_36,2016,2.3,2.21,7.35,9.35,1.29,11.86,0.12,-0.06,0.26,-0.05,0.29,1
C_37,2016,3.47,0.39,5.21,2.36,2.87,-24.12,0.02,0.11,0.34,-0.01,0.55,1
C_38,2016,2.38,1.26,234.95,2.51,2.36,32.66,0.3,-0.08,0,0.03,0.03,1
C_1,2017,1.69,3.1,14.25,8.48,1.49,59.65,0.65,-0.34,0.74,-0.4,0.43,1
C_2,2017,1,0.44,0,0,0,7.42,0.32,-0.19,0.46,-0.27,0.28,1
C_3,2017,2.36,0.94,4.38,20.35,1.5,0,0.32,-0.02,0.81,-0.08,0.45,1
C_4,2017,2.06,0.51,3.45,3.16,1.8,587.82,0.49,-0.01,0.44,0.09,0.62,1
C_5,2017,1.45,1.21,1.83,9.79,0.4,22.6,0.47,-0.02,0.6,-0.06,0.35,1
C_6,2017,1.06,1.16,2.81,4.93,0.44,1.09,0.16,-0.09,0.01,-0.16,0.27,1
C_7,2017,7.09,0.27,9.61,4.54,6.91,0,0.64,-0.04,2.28,-0.03,0.78,1
C_8,2017,1.11,1.61,2.73,4.47,0.56,2.39,0.41,-0.15,0.11,-0.1,0.26,1
C_9,2017,5.73,0.17,0,0,0,0,0.29,-0.04,-0.11,-0.19,0.24,1
C_10,2017,0.52,0,0,0,0,0,0.15,0.21,0.12,0.17,0,0
C_11,2017,0.77,0.98,3.41,6.49,0.48,4.63,0.5,-0.01,0.66,0,0.15,0
C_12,2017,0.43,0.35,4.55,10.01,0.15,-3.08,0.18,-0.17,0.07,-0.05,0.67,0
C_13,2017,0.87,0.99,2.11,5.12,0.32,-1.17,0.19,-0.3,0.01,0.08,-0.21,0
C_14,2017,0.64,0.79,0,6.01,0,0.13,0.17,0.03,0.1,-0.41,-0.15,0
C_15,2017,0.98,0.07,0.09,1.99,0.05,-2.3,0.1,-0.04,-174.04,1.65,-0.15,0
C_16,2017,4.44,0.62,10.35,13.3,3.92,459.08,0.48,-0.13,1.71,-0.31,0.85,1
C_17,2017,4.26,0.59,4.14,2.72,2.78,249.13,0.2,-0.08,0.7,-0.2,0.65,1
C_18,2017,0.5,0.67,46.81,7.12,0.48,-3.45,0.07,-0.18,0.01,-0.04,-0.11,0
C_19,2017,1.2,0.1,0,2.54,1.16,4.98,1,-0.07,1.61,-0.3,0.2,1
C_20,2017,2.08,0.95,15.8,2.16,1.98,22.84,0.11,-0.36,-0.02,-0.05,-1.03,1
C_21,2017,0.98,0.38,5.97,3.84,0.75,2.91,0.35,-0.08,0.51,-0.01,0.14,0
C_22,2017,5.8,0.38,492.4,0.88,5.79,0,0.03,0.08,0.34,-0.25,0.61,1
C_23,2017,1.65,1.18,2.34,2.72,1.09,5.06,0.5,-0.63,-0.58,-0.44,0.47,1
C_24,2017,1.26,0.61,0,0,0,7.53,0.29,-0.15,0.37,0.02,0.68,1
C_25,2017,2.1,1,2.67,3.77,1.85,287.02,0.8,-0.06,0.82,0.08,0.71,1
C_26,2017,2.39,0.34,2.39,2.66,1.61,2.49,0.38,-0.05,0.87,-0.02,0.14,1
C_27,2017,6.77,0.88,2.96,6.77,5.12,2808.71,0.56,-0.34,3.33,-0.24,1.13,1
C_28,2017,0.65,1.24,19.5,15.44,0.63,67.94,0.55,-0.01,1.5,-0.17,0.72,0
C_29,2017,2.21,0.88,1.58,3.91,0.98,1.34,0.29,0.03,0.26,0.12,0.32,1
C_30,2017,4.4,0.18,6.23,4.98,3.67,318.28,0.26,-0.07,0.35,-0.01,0.87,1
C_31,2017,0.95,1.06,6.89,3.23,0.87,-1.5,0.73,-0.06,-0.06,0.07,0.31,0
C_32,2017,1.52,3.6,10.82,11.26,0.87,72.32,0.05,-0.05,0.51,0.29,0.17,1
C_33,2017,1.04,0.39,3.22,4.29,0.84,0.53,0.75,0.01,0.07,0.02,0.15,1
C_34,2017,1.49,0.52,5.73,1.89,1.23,2.9,0.24,-0.08,0.06,0.14,0.16,1
C_35,2017,0.91,3.03,11.67,193.27,0.36,98.32,0.17,-0.21,0.16,-0.11,-0.21,0
C_36,2017,2.37,2.25,7.3,9.79,1.42,3.46,0.11,-0.07,0.22,-0.09,0.28,1
C_37,2017,4.91,0.38,3.95,2.55,3.8,27.42,0.29,-0.08,1.14,-0.23,0.69,1
C_38,2017,2.76,1.3,517.18,2.57,2.75,19.44,0.3,0.07,0.17,0.01,0.01,1
C_1,2018,0.77,3,14.28,6.42,0.7,15.04,0.68,-0.42,0.31,-0.48,0.2,0
C_2,2018,1.32,0.42,0,0,0.97,5.32,0.35,-0.27,0.25,-0.14,0.26,1
C_3,2018,2.3,0.86,4.9,20.8,1.47,70.04,0.26,0.05,0.87,-0.06,0.4,1
C_4,2018,2.14,0.53,3.6,3.58,1.8,296.23,0.49,0.14,0.32,-0.04,0.52,1
C_5,2018,1.25,1.19,2.26,8,0.42,23.62,0.44,-0.07,0.66,-0.07,0.33,1
C_6,2018,1.2,1.1,2.53,4.75,0.53,1.45,0.18,-0.15,-0.11,-0.15,0.31,1
C_7,2018,4.51,0.29,8.01,5.12,4.38,0,0.66,-0.15,2.29,0.02,0.84,1
C_8,2018,1.15,1.78,3.36,4.71,0.63,2.72,0.39,-0.24,-0.11,-0.15,0.42,1
C_9,2018,2.73,0.17,0,0,0,0,0.27,-0.39,0.06,-0.06,0.38,1
C_10,2018,1.17,0.69,4.76,1.95,0.91,16.35,0.22,-0.14,0.13,-0.12,0.21,1
C_11,2018,1.02,1.01,3.18,8.25,0.59,4.26,0.5,-0.04,0.55,-0.05,0.16,1
C_12,2018,0.84,0.43,3.25,7.9,0.35,-1.68,0.22,-0.32,-0.11,0.08,0.7,0
C_13,2018,1.33,1.3,1.86,5.31,0.46,1.35,0.27,0.01,-0.26,0.17,0.01,1
C_14,2018,0.4,0.36,0,2.99,0,-5.08,-0.36,0.55,-0.02,0.96,-0.1,0
C_15,2018,1.18,0.2,0.19,3.54,0.19,-4.22,0.35,-0.18,-0.11,-0.05,-0.06,1
C_16,2018,6.66,0.47,16.24,11.68,6.31,20.09,0.36,-0.04,2.78,-0.16,0.78,1
C_17,2018,5.63,0.5,5.11,2.7,4.2,-7.97,0.07,-0.03,-0.09,0.32,0.61,1
C_18,2018,0.46,0.78,35.15,8.03,0.43,-1.12,0.17,-0.17,0.04,-0.07,0.08,0
C_19,2018,0.95,0.09,0,1.67,0.91,3.65,1,-0.27,0.56,-0.32,0.24,0
C_20,2018,1.77,0.96,8.86,2.95,1.45,33.79,0.07,0.41,-0.02,-0.19,-1.14,1
C_21,2018,1.45,0.43,5.49,4.21,1.19,0,0.32,-0.19,0.61,-0.01,0.15,1
C_22,2018,8.08,0.27,0,0.73,8.07,0,1,0,1.01,0.13,0.67,1
C_23,2018,1.5,1.18,2.47,2.99,1.07,171.53,0.56,0.08,0.02,0.65,0.33,1
C_24,2018,2.2,0.76,0,0,1.73,9.47,0.34,-0.21,0.78,-0.01,0.43,1
C_25,2018,2.37,1.14,2.49,4.73,2.06,270.26,0.81,-0.04,0.82,0,0.71,1
C_26,2018,1.6,0.33,2.61,2.54,1.09,0.78,0.36,0.03,-0.17,-0.03,0.13,1
C_27,2018,6.5,0.89,3.16,5.89,4.01,139.34,0.45,-0.12,0.8,-0.05,0.79,1
C_28,2018,0.62,1.12,14.17,23.91,0.47,45.08,0.51,-0.14,1.17,-0.11,0.74,0
C_29,2018,2.52,1,2.04,3.65,1.19,-0.54,0.25,-0.05,0.14,0.07,0.34,1
C_30,2018,2.33,0.23,6.04,4.93,1.73,0.71,0.25,-0.39,0.57,0.02,0.48,1
C_31,2018,1.22,1.16,5.6,3.71,1.05,3.74,0.7,0.01,0.4,0.01,0.37,1
C_32,2018,1.49,4.28,11.45,15.04,0.74,8.73,0.04,0.23,-0.49,-0.09,0.11,1
C_33,2018,0.8,0.4,3.13,4.32,0.62,2.15,0.75,0.01,0.17,0.08,0.18,0
C_34,2018,1.28,0.61,6.33,2.54,1.01,1.96,0.22,0.03,-0.36,-0.21,0.14,1
C_35,2018,0.92,3.41,12.12,211.81,0.37,3.92,0.17,-0.21,0.18,-0.14,-0.43,0
C_36,2018,2.27,2.11,5.51,8.99,1.17,22.83,0.1,0.01,0.22,-0.11,0.23,1
C_37,2018,8.58,0.3,4.27,2.28,7.17,9.78,0.19,0,0.14,0.36,0.65,1
C_38,2018,2.46,1.3,509.6,2.29,2.45,28.48,0.3,-0.04,0.25,-0.16,-0.01,1
C_1,2019,0.73,2.75,8.31,8.61,0.62,40.65,0.71,-0.46,0.47,-0.47,0.25,0
C_2,2019,1,0.56,0,0,0,8.53,0.36,-0.48,0.17,-0.1,0,1
C_3,2019,2.68,0.79,4.66,23.55,1.79,43.69,0.25,0,0.87,0.11,0.44,1
C_4,2019,2.23,0.54,0,2.98,1.89,2.13,0.52,-0.24,0.35,0.04,0.62,1
C_5,2019,1.26,1.22,2.45,7.69,0.6,21.84,0.44,-0.11,0.5,-0.01,0.33,1
C_6,2019,1.11,1.12,2.46,5.68,0.43,1.74,0.17,-0.17,-0.03,-0.19,0.34,1
C_7,2019,6.3,0.35,9.49,5.5,6.06,0,0.58,-0.13,3.46,0.15,0.81,1
C_8,2019,1.38,1.98,4.19,5.6,0.81,12.08,0.35,-0.23,-0.05,-0.14,0.55,1
C_9,2019,0.87,0.2,0,0,0,0,0.08,0.12,0,-0.29,0.08,0
C_10,2019,1.3,0.69,3.84,2.02,1.01,14.81,0.27,-0.08,-0.15,-0.04,0.22,1
C_11,2019,0.72,1.02,3.62,7.31,0.37,3.38,0.49,-0.08,0.23,-0.04,0.41,0
C_12,2019,0.95,0.57,3.03,9.19,0.32,-0.3,0.26,0.03,0.12,0.02,0.23,0
C_13,2019,1.54,1.37,2.08,7.16,0.53,3.52,0.24,0.22,0.43,-0.04,0.16,1
C_14,2019,0.34,0.43,0,3.42,0,-1.74,-0.03,0.75,-0.1,0.9,-0.1,0
C_15,2019,1.09,0.23,0.13,4.03,0.11,8.99,0.6,-0.19,-0.13,-0.46,-0.07,1
C_16,2019,7.95,0.41,13.62,6.62,7.43,0,0.34,-0.04,3.12,0.1,0.79,1
C_17,2019,5.1,0.65,5.05,4.24,3.5,237.67,0.24,0.08,-0.82,0.04,0.58,1
C_18,2019,0.56,0.99,33.9,8.8,0.51,-4.29,0.11,-0.37,-0.01,0.09,0.17,0
C_19,2019,1.1,0.08,0,1.25,1.07,2.4,1,-0.25,0.48,-0.06,0.26,1
C_20,2019,1.93,0.67,5.47,3.45,1.34,31.1,0.06,-0.02,-0.03,-0.37,-0.8,1
C_21,2019,0.75,0.52,4.86,4.98,0.53,0,0.31,-0.17,0.29,-0.16,0.15,0
C_22,2019,22.45,0,0,0,22.44,0,-0.01,-0.06,1.91,0.11,0.74,1
C_23,2019,1.75,1.95,4.61,5.97,1.21,0,0.49,-0.08,0.22,-0.26,0.55,1
C_24,2019,2,0.87,0,0,0,10.31,0.32,-0.05,0.92,-0.25,0.37,1
C_25,2019,2.52,1.21,2.56,5.42,2.17,212.67,0.8,-0.07,0.72,-0.08,0.71,1
C_26,2019,1.17,0.29,2.78,1.39,0.79,-0.25,0.29,0.2,-0.12,0.65,0.03,1
C_27,2019,4.72,0.99,3.15,7.02,2.71,55.65,0.45,-0.16,2.19,0,0.78,1
C_28,2019,0.74,1.1,28.39,23.54,0.66,26.22,0.49,-0.04,1.34,-0.14,0.68,0
C_29,2019,3.37,1.14,2.51,4.01,1.86,6.93,0.27,-0.07,0.11,-0.02,0.41,1
C_30,2019,1.77,0.31,5.1,6.06,1.26,16.02,0.27,-0.01,0.25,0,0.48,1
C_31,2019,1.16,1.26,5.68,4.28,0.94,3.39,0.66,-0.16,0.18,-0.25,0.39,1
C_32,2019,1.28,3.88,9.49,14.85,0.64,8.07,0.04,-0.18,0.32,-0.24,0.1,1
C_33,2019,0.87,0.46,3.75,4.81,0.67,4.86,0.76,-0.16,0.36,-0.22,0.21,0
C_34,2019,1.22,0.64,4.39,3.09,1,2.18,0.25,-0.5,0.84,-0.37,0.25,1
C_35,2019,0.59,4,0,0,0.26,2.05,0.17,-0.35,0.22,-0.17,-1.19,0
C_36,2019,1.84,2.09,5.25,7.75,0.84,44.51,0.08,-0.21,0.13,0.06,0.25,1
C_37,2019,8.44,0.42,4.42,3.62,6.77,54.67,0.28,-0.06,0.88,-0.01,0.71,1
C_38,2019,2.46,1.34,851.41,2.16,2.45,5.2,0.27,-0.34,-0.2,-0.12,-0.06,1
C_1,2020,0.39,2.28,8.87,9.15,0.24,0,0.65,-0.18,0.39,-0.3,0.28,0
C_2,2020,1.02,0.85,4.38,6.7,0.6,6.28,0.36,-0.29,0.18,-0.16,0.3,1
C_3,2020,2.35,0.98,0,17.31,1.55,27.25,0.26,-0.22,1.07,-0.04,0.56,1
C_4,2020,2.08,0.68,0,2.98,0,0,1,-0.09,0.75,-0.07,0.63,1
C_5,2020,1.18,1.34,2.64,11.29,0.45,16.78,0.4,-0.09,0.66,0.04,0.33,1
C_6,2020,1.16,1.01,2.09,5.64,0.41,1.1,0.18,-0.03,0.01,0.07,0.3,1
C_7,2020,10.09,0.45,12.48,5.81,9.67,0,0.58,-0.09,5.17,-0.03,0.77,1
C_8,2020,1.54,1.98,2.92,5.07,0.87,0,0.33,-0.02,0.27,-0.13,0.48,1
C_9,2020,1.33,0.13,12.9,1.18,1.08,0,-0.48,0.15,0.57,1.31,0.14,1
C_10,2020,1.2,0.77,3.8,2.34,0.84,13.65,0.28,-0.2,0.21,0.16,0.26,1
C_11,2020,0.7,1.05,4.09,6.68,0.42,3.7,0.47,-0.05,0.31,-0.06,0.4,0
C_12,2020,1.09,0.61,3.51,10.38,0.43,1.09,0.25,-0.13,0.15,-0.06,0.29,1
C_13,2020,1.19,1.27,0,7.26,0.39,0,1,-0.12,-0.07,0,0.14,1
C_14,2020,0.32,0.65,100.8,6.14,0.32,1.04,0.34,-0.03,0.23,0.04,0.07,0
C_15,2020,0.97,0.14,0.16,4.03,0.13,-1.22,0.29,-0.04,0.28,0.49,-0.08,0
C_16,2020,8.47,0.44,7.3,8.76,8.03,0,0.45,0.07,2.92,0.05,0.71,1
C_17,2020,2.12,0.67,0,3.59,1.62,0,1,-0.06,0.47,0.04,0.23,1
C_18,2020,0.92,1.38,38.4,9.39,0.81,0.97,0.18,0.02,0.18,-0.2,0.26,0
C_19,2020,1.42,0.09,0,1.28,1.37,2.13,1,-0.14,1.3,-0.04,0.28,1
C_20,2020,1.73,0.43,2.66,2.78,1,19.68,0.06,0.02,0.03,-0.09,-0.82,1
C_21,2020,0.97,0.56,4.93,5.69,0.59,0,0.3,-0.27,0.41,0.08,0.15,0
C_22,2020,12.41,0.45,0,1.06,12.41,0,1,-0.4,0.94,-0.12,1.14,1
C_23,2020,1.62,1.53,2.69,5.52,1.14,0,0.46,-0.03,0.37,-0.25,0.5,1
C_24,2020,1.36,0.74,7.46,3.74,1.09,136.32,0.28,-0.19,0.42,0.02,0.37,1
C_25,2020,2.25,1.27,2.6,5.68,1.94,102.02,0.78,-0.17,1.02,-0.09,0.76,1
C_26,2020,2.8,0.47,4.37,1.76,2.26,0.42,0.28,-0.15,-0.12,-0.06,0.03,1
C_27,2020,3.41,1.1,2.81,7.54,1.62,19.37,0.46,-0.04,1.29,-0.18,0.14,1
C_28,2020,0.69,0.99,23.14,16.26,0.63,12.92,0.55,-0.05,1.07,-0.14,0.63,0
C_29,2020,2.83,1.21,2.76,5.09,1.68,12.31,0.24,-0.08,0.12,-0.07,0.35,1
C_30,2020,1.9,0.31,4.68,7.24,1.16,32.85,0.32,0.06,0.6,-0.05,0.44,1
C_31,2020,1.12,1.13,4.88,4.17,0.87,2.68,0.62,-0.16,0.41,-0.12,0.4,1
C_32,2020,1.3,3.15,9.76,10.41,0.53,0.99,0.04,0.07,0.29,-0.14,0.06,1
C_33,2020,1.01,0.4,3.85,3.73,0.83,5,0.73,-0.03,0.58,0.02,0.22,1
C_34,2020,1.59,0.68,2.9,3.69,0.84,2.64,0.27,-0.22,0.21,-0.2,0.28,1
C_35,2020,0.62,4.23,0,0,0,1.63,0.17,-0.03,0.02,-0.34,-1.2,0
C_36,2020,2.36,2.64,7.23,10.73,1.28,36.25,0.09,-0.11,-0.03,-0.17,0.27,1
C_37,2020,3.63,0.46,5.08,3.03,2.8,320.93,0.29,-0.1,0.9,0.03,0.69,1
C_38,2020,2.33,1.48,423.76,2.36,2.33,0,0.31,0.02,-0.14,-0.06,0.26,1
C_1,2021,0.51,1.7,0,7.81,0.47,0,0.52,-0.18,0.46,-0.3,0.28,0
C_2,2021,1.11,0.89,5.72,7.42,0.59,4.47,0.36,-0.06,0.64,-0.33,0.22,1
C_3,2021,2.62,1.07,0,17.31,1.28,21.27,1,-0.01,1.11,-0.22,0.47,1
C_4,2021,1.94,0.65,3.02,3.8,1.52,0,0.47,0.05,0.56,-0.04,0.57,1
C_5,2021,1.31,1.62,3.23,15.36,0.49,27.72,0.41,-0.19,0.72,-0.33,0.39,1
C_6,2021,1.12,1.29,2.52,6.54,0.39,1.75,0.18,-0.3,-0.04,-0.21,0.37,1
C_7,2021,4.26,0,7.12,3.92,4.08,0,0.6,-0.09,3.81,-0.38,0.62,1
C_8,2021,1.46,1.84,2.92,5.07,0,0,0.04,-0.11,0.24,-0.2,0.47,1
C_9,2021,18.76,0,0,0,17.24,3781.78,0.34,0.15,4.42,0.32,0.32,1
C_10,2021,1.16,1.05,5.55,3.71,0.81,9.65,0.22,-0.1,0.12,-0.28,0.24,1
C_11,2021,0.8,1.07,4.64,7.4,0.45,1.76,0.48,-0.09,0.3,-0.19,0.43,0
C_12,2021,1.13,0.62,4.59,9.45,0.37,-1.92,0.13,-0.04,-0.09,0.18,0.19,1
C_13,2021,1.07,1.26,0,6.24,0.33,-0.34,1,0.15,0.05,0.19,0.06,1
C_14,2021,0.31,0.68,59.51,6.33,0.29,1.16,0.29,0.01,0.23,-0.1,0.08,0
C_15,2021,0.74,0.31,0.5,8.03,0.06,0,0.06,-0.59,0.16,-0.89,-0.14,0
C_16,2021,3.35,0.49,5.26,15.4,2.83,0,0.51,-0.16,1.5,0.3,0.75,1
C_17,2021,1.65,0.8,0,3.79,1.37,0,1,-0.2,0.35,-0.11,0.25,1
C_18,2021,0.45,0.67,37.56,6.63,0.41,-0.93,0.16,0.84,0,0.21,0,0
C_19,2021,1.49,0.1,0,1.28,1.36,2.09,1,-0.01,0.2,-0.09,0.26,1
C_20,2021,1.54,0.37,1.98,2.66,0.71,21.35,0.07,0.06,0.01,-0.14,-0.78,1
C_21,2021,0.9,0.75,6.8,6.49,0.57,11.01,0.33,-0.1,0.42,-0.24,0.14,0
C_22,2021,18.29,0.59,0,1.16,8.71,0,1,-0.17,1.63,0.21,0.79,1
C_23,2021,1.12,0.96,2.08,2.85,0.43,0,0.43,-0.03,0.27,-0.25,0.36,1
C_24,2021,0.32,0.92,7.66,4.83,0.23,37.48,0.36,-0.16,0.43,-0.13,0.35,0
C_25,2021,2.31,1.34,3.35,5.81,1.9,201.44,0.75,-0.1,0.68,-0.15,0.71,1
C_26,2021,2.04,0.57,4.37,2.44,1.62,2.4,0.32,-0.34,0.14,-0.14,0.03,1
C_27,2021,2.1,1.06,2.45,7.74,0.85,22.04,0.5,-0.25,0.63,-0.32,0.15,1
C_28,2021,0.56,0.91,12.69,11.91,0.49,10.73,0.49,-0.07,0.88,-0.11,0.6,0
C_29,2021,3.02,1.18,2.93,4.23,1.57,5.82,0.22,-0.01,-0.1,-0.09,0.31,1
C_30,2021,2.13,0.29,4.77,7.72,1.47,17.62,0.41,-0.04,0.81,-0.14,0.49,1
C_31,2021,1,1.13,4.24,4.06,0.74,3,0.6,-0.09,0.29,-0.02,0.27,0
C_32,2021,1.11,2.82,9.76,8.74,1.04,-1.25,0.04,-0.14,-0.16,-0.3,0.08,1
C_33,2021,1.5,0.44,3.73,4.43,1.26,5.72,0.77,-0.09,0.15,-0.18,0.21,1
C_34,2021,1.8,0.64,2.37,3.05,1.09,1.9,0.36,-0.07,0.08,0.19,0.26,1
C_35,2021,0.78,2.93,9.53,62.99,0.25,-0.71,0.14,-0.06,-0.7,-0.21,-1.8,0
C_36,2021,2.52,2.45,5.97,13.73,1.33,67.35,0.12,-0.11,0.37,-0.13,0.27,1
C_37,2021,2.41,0.54,0,3.27,2.05,14.17,1,-0.17,0.24,-0.09,0.69,1
C_38,2021,2.05,1.43,174.23,2.36,2.04,0,0.31,-0.06,0.06,-0.03,0.23,1
